prolificId,taskId,dataset,taskPrompt,taskDifficulty,taskType,userDriven,orig_group,group,measure,value
5d47d84a4555540001a4ae83,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,secondsOnTask,66.479
5d47d84a4555540001a4ae83,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,accuracy,0.625
5d47d84a4555540001a4ae83,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,difficulty,2
5d47d84a4555540001a4ae83,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,confidence,1
5d47d84a4555540001a4ae83,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,secondsOnTask,54.515
5d47d84a4555540001a4ae83,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,accuracy,0.6
5d47d84a4555540001a4ae83,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,difficulty,2
5d47d84a4555540001a4ae83,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,confidence,1
5d47d84a4555540001a4ae83,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,secondsOnTask,81.425
5d47d84a4555540001a4ae83,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,accuracy,1
5d47d84a4555540001a4ae83,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,difficulty,1
5d47d84a4555540001a4ae83,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,confidence,1
5d47d84a4555540001a4ae83,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,secondsOnTask,23.925
5d47d84a4555540001a4ae83,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,accuracy,0.625
5d47d84a4555540001a4ae83,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,difficulty,1
5d47d84a4555540001a4ae83,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,confidence,1
5d47d84a4555540001a4ae83,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,secondsOnTask,10.818
5d47d84a4555540001a4ae83,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,accuracy,0.6666666666666667
5d47d84a4555540001a4ae83,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,difficulty,4
5d47d84a4555540001a4ae83,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,confidence,4
5d47d84a4555540001a4ae83,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,secondsOnTask,90.346
5d47d84a4555540001a4ae83,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,accuracy,0.3571428571428571
5d47d84a4555540001a4ae83,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,difficulty,4
5d47d84a4555540001a4ae83,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,confidence,4
5d47d84a4555540001a4ae83,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,secondsOnTask,57.601
5d47d84a4555540001a4ae83,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,accuracy,1
5d47d84a4555540001a4ae83,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,difficulty,1
5d47d84a4555540001a4ae83,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,confidence,1
5d47d84a4555540001a4ae83,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,secondsOnTask,30.398
5d47d84a4555540001a4ae83,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,accuracy,0.88
5d47d84a4555540001a4ae83,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,difficulty,4
5d47d84a4555540001a4ae83,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,confidence,3
5d47d84a4555540001a4ae83,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,secondsOnTask,39.576
5d47d84a4555540001a4ae83,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,accuracy,0.75
5d47d84a4555540001a4ae83,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,difficulty,4
5d47d84a4555540001a4ae83,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,confidence,3
5d47d84a4555540001a4ae83,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,secondsOnTask,35.849
5d47d84a4555540001a4ae83,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,accuracy,0.7692307692307692
5d47d84a4555540001a4ae83,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,difficulty,1
5d47d84a4555540001a4ae83,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,confidence,1
5d47d84a4555540001a4ae83,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,secondsOnTask,14.634
5f4d2135061bf00dc540271b,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,accuracy,0.6
5f4d2135061bf00dc540271b,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,difficulty,3
5f4d2135061bf00dc540271b,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,confidence,2
5f4d2135061bf00dc540271b,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,secondsOnTask,18.392
5f4d2135061bf00dc540271b,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,accuracy,1
5f4d2135061bf00dc540271b,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,difficulty,3
5f4d2135061bf00dc540271b,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,confidence,2
5f4d2135061bf00dc540271b,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,secondsOnTask,48.236
5f4d2135061bf00dc540271b,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,accuracy,0.5714285714285714
5f4d2135061bf00dc540271b,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,difficulty,3
5f4d2135061bf00dc540271b,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,confidence,3
5f4d2135061bf00dc540271b,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,secondsOnTask,86.321
5f4d2135061bf00dc540271b,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,accuracy,0.75
5f4d2135061bf00dc540271b,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,difficulty,1
5f4d2135061bf00dc540271b,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,confidence,1
5f4d2135061bf00dc540271b,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,secondsOnTask,13.995
5f4d2135061bf00dc540271b,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,accuracy,1
5f4d2135061bf00dc540271b,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,difficulty,5
5f4d2135061bf00dc540271b,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,confidence,3
5f4d2135061bf00dc540271b,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,secondsOnTask,67.457
5f4d2135061bf00dc540271b,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,accuracy,0.84
5f4d2135061bf00dc540271b,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,difficulty,2
5f4d2135061bf00dc540271b,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,confidence,2
5f4d2135061bf00dc540271b,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,secondsOnTask,34.022
5f4d2135061bf00dc540271b,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,accuracy,1
5f4d2135061bf00dc540271b,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,difficulty,1
5f4d2135061bf00dc540271b,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,confidence,1
5f4d2135061bf00dc540271b,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,secondsOnTask,102.579
5f4d2135061bf00dc540271b,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,accuracy,1
5f4d2135061bf00dc540271b,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,difficulty,1
5f4d2135061bf00dc540271b,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,confidence,2
5f4d2135061bf00dc540271b,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,secondsOnTask,44.153
5f4eec500a262b1437f6e797,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,accuracy,0.625
5f4eec500a262b1437f6e797,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,difficulty,2
5f4eec500a262b1437f6e797,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,confidence,2
5f4eec500a262b1437f6e797,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,secondsOnTask,24.335
5f4eec500a262b1437f6e797,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,accuracy,0.19999999999999996
5f4eec500a262b1437f6e797,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,difficulty,2
5f4eec500a262b1437f6e797,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,confidence,3
5f4eec500a262b1437f6e797,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,secondsOnTask,18.391
5f4eec500a262b1437f6e797,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,accuracy,1
5f4eec500a262b1437f6e797,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,difficulty,2
5f4eec500a262b1437f6e797,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,confidence,2
5f4eec500a262b1437f6e797,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,secondsOnTask,16.237
5f4eec500a262b1437f6e797,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,accuracy,0.9230769230769231
5f4eec500a262b1437f6e797,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,difficulty,2
5f4eec500a262b1437f6e797,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,confidence,2
5f4eec500a262b1437f6e797,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,secondsOnTask,35.231
5f4eec500a262b1437f6e797,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,accuracy,0.4545454545454546
5f4eec500a262b1437f6e797,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,difficulty,2
5f4eec500a262b1437f6e797,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,confidence,3
5f4eec500a262b1437f6e797,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,secondsOnTask,18.255
5f4eec500a262b1437f6e797,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,accuracy,0.6666666666666667
5f4eec500a262b1437f6e797,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,difficulty,2
5f4eec500a262b1437f6e797,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,confidence,2
5f4eec500a262b1437f6e797,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,secondsOnTask,32.863
5e047bd31e2e58f00f1dc80c,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,accuracy,0.8333333333333334
5e047bd31e2e58f00f1dc80c,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,difficulty,4
5e047bd31e2e58f00f1dc80c,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,confidence,3
5e047bd31e2e58f00f1dc80c,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,secondsOnTask,51.496
5e047bd31e2e58f00f1dc80c,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,accuracy,0.6666666666666667
5e047bd31e2e58f00f1dc80c,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,difficulty,4
5e047bd31e2e58f00f1dc80c,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,confidence,3
5e047bd31e2e58f00f1dc80c,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,secondsOnTask,24.362
5e047bd31e2e58f00f1dc80c,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,accuracy,0.3846153846153846
5e047bd31e2e58f00f1dc80c,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,difficulty,3
5e047bd31e2e58f00f1dc80c,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,confidence,3
5e047bd31e2e58f00f1dc80c,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,secondsOnTask,37.262
5e047bd31e2e58f00f1dc80c,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,accuracy,0.6
5e047bd31e2e58f00f1dc80c,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,difficulty,1
5e047bd31e2e58f00f1dc80c,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,confidence,2
5e047bd31e2e58f00f1dc80c,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,secondsOnTask,19.986
5e047bd31e2e58f00f1dc80c,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,accuracy,1
5e047bd31e2e58f00f1dc80c,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,difficulty,1
5e047bd31e2e58f00f1dc80c,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,confidence,1
5e047bd31e2e58f00f1dc80c,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,secondsOnTask,27.407
5e047bd31e2e58f00f1dc80c,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,accuracy,1
5e047bd31e2e58f00f1dc80c,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,difficulty,2
5e047bd31e2e58f00f1dc80c,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,confidence,2
5e047bd31e2e58f00f1dc80c,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,secondsOnTask,12.192
5e047bd31e2e58f00f1dc80c,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,accuracy,0.5714285714285714
5e047bd31e2e58f00f1dc80c,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,difficulty,3
5e047bd31e2e58f00f1dc80c,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,confidence,3
5e047bd31e2e58f00f1dc80c,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,secondsOnTask,41.209
5e047bd31e2e58f00f1dc80c,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,accuracy,0.5555555555555556
5e047bd31e2e58f00f1dc80c,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,difficulty,4
5e047bd31e2e58f00f1dc80c,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,confidence,3
5e047bd31e2e58f00f1dc80c,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,secondsOnTask,20.434
5e047bd31e2e58f00f1dc80c,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,accuracy,1
5e047bd31e2e58f00f1dc80c,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,difficulty,2
5e047bd31e2e58f00f1dc80c,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,confidence,2
5e047bd31e2e58f00f1dc80c,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,secondsOnTask,25.326
5e047bd31e2e58f00f1dc80c,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,accuracy,0.8
5e047bd31e2e58f00f1dc80c,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,difficulty,3
5e047bd31e2e58f00f1dc80c,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,confidence,3
5e047bd31e2e58f00f1dc80c,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,secondsOnTask,21.855
