prolificId,type,measure,value
5ebbf07bf4722202325ceec1,feedback,How experienced are you with scatterplots?,5
5ebbf07bf4722202325ceec1,feedback,How experienced are you with statistics?,5
5ebbf07bf4722202325ceec1,demographics,birthCountry,Italy
5ebbf07bf4722202325ceec1,demographics,employment,Unemployed (and job seeking)
5ebbf07bf4722202325ceec1,demographics,nationality,Italy
5ebbf07bf4722202325ceec1,demographics,sex,Male
5ebbf07bf4722202325ceec1,demographics,student,Yes
5ebbf07bf4722202325ceec1,results,averageAccuracy,0.7311698222412508
5f3b0d8f9744cb806d6b8dd6,feedback,How helpful is the “individual selection” of points feature?,2
5f3b0d8f9744cb806d6b8dd6,feedback,How helpful is the rectangle selection feature?,4
5f3b0d8f9744cb806d6b8dd6,feedback,How helpful is the paintbrush feature?,5
5f3b0d8f9744cb806d6b8dd6,feedback,How easy was the prediction interface to use?,4
5f3b0d8f9744cb806d6b8dd6,feedback,How accurate did you find the predictions?,4
5f3b0d8f9744cb806d6b8dd6,feedback,How helpful did you find the predictions?,4
5f3b0d8f9744cb806d6b8dd6,feedback,Do you prefer user-driven or computer supported selections?,4
5f3b0d8f9744cb806d6b8dd6,feedback,How experienced are you with scatterplots?,1
5f3b0d8f9744cb806d6b8dd6,feedback,How experienced are you with statistics?,3
5f3b0d8f9744cb806d6b8dd6,demographics,birthCountry,Germany
5f3b0d8f9744cb806d6b8dd6,demographics,employment,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5f3b0d8f9744cb806d6b8dd6,demographics,nationality,Germany
5f3b0d8f9744cb806d6b8dd6,demographics,sex,Male
5f3b0d8f9744cb806d6b8dd6,demographics,student,Yes
5f3b0d8f9744cb806d6b8dd6,results,averageAccuracy,0.8765901360544216
5f390fdcaf40ed43f3161b40,feedback,How helpful is the “individual selection” of points feature?,5
5f390fdcaf40ed43f3161b40,feedback,How helpful is the rectangle selection feature?,5
5f390fdcaf40ed43f3161b40,feedback,How helpful is the paintbrush feature?,4
5f390fdcaf40ed43f3161b40,feedback,How easy was the prediction interface to use?,2
5f390fdcaf40ed43f3161b40,feedback,How accurate did you find the predictions?,4
5f390fdcaf40ed43f3161b40,feedback,How helpful did you find the predictions?,4
5f390fdcaf40ed43f3161b40,feedback,Do you prefer user-driven or computer supported selections?,4
5f390fdcaf40ed43f3161b40,feedback,How experienced are you with scatterplots?,5
5f390fdcaf40ed43f3161b40,feedback,How experienced are you with statistics?,4
5f390fdcaf40ed43f3161b40,demographics,birthCountry,United States
5f390fdcaf40ed43f3161b40,demographics,employment,
5f390fdcaf40ed43f3161b40,demographics,nationality,United States
5f390fdcaf40ed43f3161b40,demographics,sex,Male
5f390fdcaf40ed43f3161b40,demographics,student,No
5f390fdcaf40ed43f3161b40,results,averageAccuracy,0.1439979876447346
5a1cddb4087f2e0001eafb99,feedback,How helpful is the “individual selection” of points feature?,5
5a1cddb4087f2e0001eafb99,feedback,How helpful is the rectangle selection feature?,1
5a1cddb4087f2e0001eafb99,feedback,How helpful is the paintbrush feature?,5
5a1cddb4087f2e0001eafb99,feedback,How easy was the prediction interface to use?,3
5a1cddb4087f2e0001eafb99,feedback,How accurate did you find the predictions?,3
5a1cddb4087f2e0001eafb99,feedback,How helpful did you find the predictions?,2
5a1cddb4087f2e0001eafb99,feedback,Do you prefer user-driven or computer supported selections?,1
5a1cddb4087f2e0001eafb99,feedback,How experienced are you with scatterplots?,1
5a1cddb4087f2e0001eafb99,feedback,How experienced are you with statistics?,3
5a1cddb4087f2e0001eafb99,demographics,birthCountry,United States
5a1cddb4087f2e0001eafb99,demographics,employment,Unemployed (and job seeking)
5a1cddb4087f2e0001eafb99,demographics,nationality,United States
5a1cddb4087f2e0001eafb99,demographics,sex,Female
5a1cddb4087f2e0001eafb99,demographics,student,Yes
5a1cddb4087f2e0001eafb99,results,averageAccuracy,0.5037334933973591
5efd2964d36f63162f263795,feedback,How helpful is the “individual selection” of points feature?,2
5efd2964d36f63162f263795,feedback,How helpful is the rectangle selection feature?,3
5efd2964d36f63162f263795,feedback,How helpful is the paintbrush feature?,5
5efd2964d36f63162f263795,feedback,How easy was the prediction interface to use?,3
5efd2964d36f63162f263795,feedback,How accurate did you find the predictions?,4
5efd2964d36f63162f263795,feedback,How helpful did you find the predictions?,5
5efd2964d36f63162f263795,feedback,Do you prefer user-driven or computer supported selections?,4
5efd2964d36f63162f263795,feedback,How experienced are you with scatterplots?,3
5efd2964d36f63162f263795,feedback,How experienced are you with statistics?,3
5efd2964d36f63162f263795,demographics,birthCountry,Portugal
5efd2964d36f63162f263795,demographics,employment,Other
5efd2964d36f63162f263795,demographics,nationality,Portugal
5efd2964d36f63162f263795,demographics,sex,Male
5efd2964d36f63162f263795,demographics,student,Yes
5efd2964d36f63162f263795,results,averageAccuracy,0.5199789209021849
5d47d84a4555540001a4ae83,feedback,How helpful is the “individual selection” of points feature?,4
5d47d84a4555540001a4ae83,feedback,How helpful is the rectangle selection feature?,4
5d47d84a4555540001a4ae83,feedback,How helpful is the paintbrush feature?,4
5d47d84a4555540001a4ae83,feedback,How easy was the prediction interface to use?,4
5d47d84a4555540001a4ae83,feedback,How accurate did you find the predictions?,4
5d47d84a4555540001a4ae83,feedback,How helpful did you find the predictions?,5
5d47d84a4555540001a4ae83,feedback,Do you prefer user-driven or computer supported selections?,4
5d47d84a4555540001a4ae83,feedback,How experienced are you with scatterplots?,4
5d47d84a4555540001a4ae83,feedback,How experienced are you with statistics?,4
5d47d84a4555540001a4ae83,demographics,birthCountry,Poland
5d47d84a4555540001a4ae83,demographics,employment,Part-Time
5d47d84a4555540001a4ae83,demographics,nationality,Poland
5d47d84a4555540001a4ae83,demographics,sex,Male
5d47d84a4555540001a4ae83,demographics,student,Yes
5d47d84a4555540001a4ae83,results,averageAccuracy,0.7195028780743066
5f4d2135061bf00dc540271b,feedback,How helpful is the “individual selection” of points feature?,5
5f4d2135061bf00dc540271b,feedback,How helpful is the rectangle selection feature?,1
5f4d2135061bf00dc540271b,feedback,How helpful is the paintbrush feature?,4
5f4d2135061bf00dc540271b,feedback,How easy was the prediction interface to use?,5
5f4d2135061bf00dc540271b,feedback,How accurate did you find the predictions?,4
5f4d2135061bf00dc540271b,feedback,How helpful did you find the predictions?,4
5f4d2135061bf00dc540271b,feedback,Do you prefer user-driven or computer supported selections?,5
5f4d2135061bf00dc540271b,feedback,How experienced are you with scatterplots?,2
5f4d2135061bf00dc540271b,feedback,How experienced are you with statistics?,4
5f4d2135061bf00dc540271b,demographics,birthCountry,Greece
5f4d2135061bf00dc540271b,demographics,employment,
5f4d2135061bf00dc540271b,demographics,nationality,Greece
5f4d2135061bf00dc540271b,demographics,sex,Male
5f4d2135061bf00dc540271b,demographics,student,Yes
5f4d2135061bf00dc540271b,results,averageAccuracy,0.7987755102040816
5f3d575ca6057b0d08003f17,feedback,How helpful is the “individual selection” of points feature?,3
5f3d575ca6057b0d08003f17,feedback,How helpful is the rectangle selection feature?,3
5f3d575ca6057b0d08003f17,feedback,How helpful is the paintbrush feature?,3
5f3d575ca6057b0d08003f17,feedback,How easy was the prediction interface to use?,5
5f3d575ca6057b0d08003f17,feedback,How accurate did you find the predictions?,3
5f3d575ca6057b0d08003f17,feedback,How helpful did you find the predictions?,4
5f3d575ca6057b0d08003f17,feedback,Do you prefer user-driven or computer supported selections?,3
5f3d575ca6057b0d08003f17,feedback,How experienced are you with scatterplots?,3
5f3d575ca6057b0d08003f17,feedback,How experienced are you with statistics?,4
5f3d575ca6057b0d08003f17,demographics,birthCountry,Poland
5f3d575ca6057b0d08003f17,demographics,employment,Part-Time
5f3d575ca6057b0d08003f17,demographics,nationality,Poland
5f3d575ca6057b0d08003f17,demographics,sex,Male
5f3d575ca6057b0d08003f17,demographics,student,Yes
5f3d575ca6057b0d08003f17,results,averageAccuracy,0.3944735458285878
5f4eec500a262b1437f6e797,feedback,How helpful is the “individual selection” of points feature?,3
5f4eec500a262b1437f6e797,feedback,How helpful is the rectangle selection feature?,3
5f4eec500a262b1437f6e797,feedback,How helpful is the paintbrush feature?,5
5f4eec500a262b1437f6e797,feedback,How easy was the prediction interface to use?,5
5f4eec500a262b1437f6e797,feedback,How accurate did you find the predictions?,2
5f4eec500a262b1437f6e797,feedback,How helpful did you find the predictions?,1
5f4eec500a262b1437f6e797,feedback,Do you prefer user-driven or computer supported selections?,1
5f4eec500a262b1437f6e797,feedback,How experienced are you with scatterplots?,4
5f4eec500a262b1437f6e797,feedback,How experienced are you with statistics?,3
5f4eec500a262b1437f6e797,demographics,birthCountry,Singapore
5f4eec500a262b1437f6e797,demographics,employment,Unemployed (and job seeking)
5f4eec500a262b1437f6e797,demographics,nationality,United States
5f4eec500a262b1437f6e797,demographics,sex,Male
5f4eec500a262b1437f6e797,demographics,student,Yes
5f4eec500a262b1437f6e797,results,averageAccuracy,0.5878290360433217
5e047bd31e2e58f00f1dc80c,feedback,How helpful is the “individual selection” of points feature?,2
5e047bd31e2e58f00f1dc80c,feedback,How helpful is the rectangle selection feature?,2
5e047bd31e2e58f00f1dc80c,feedback,How helpful is the paintbrush feature?,5
5e047bd31e2e58f00f1dc80c,feedback,How easy was the prediction interface to use?,4
5e047bd31e2e58f00f1dc80c,feedback,How accurate did you find the predictions?,3
5e047bd31e2e58f00f1dc80c,feedback,How helpful did you find the predictions?,4
5e047bd31e2e58f00f1dc80c,feedback,Do you prefer user-driven or computer supported selections?,2
5e047bd31e2e58f00f1dc80c,feedback,How experienced are you with scatterplots?,3
5e047bd31e2e58f00f1dc80c,feedback,How experienced are you with statistics?,2
5e047bd31e2e58f00f1dc80c,demographics,birthCountry,Greece
5e047bd31e2e58f00f1dc80c,demographics,employment,Other
5e047bd31e2e58f00f1dc80c,demographics,nationality,Greece
5e047bd31e2e58f00f1dc80c,demographics,sex,Female
5e047bd31e2e58f00f1dc80c,demographics,student,Yes
5e047bd31e2e58f00f1dc80c,results,averageAccuracy,0.7647217861503576
58b5d0cae86b840001b69e4d,feedback,How helpful is the “individual selection” of points feature?,3
58b5d0cae86b840001b69e4d,feedback,How helpful is the rectangle selection feature?,4
58b5d0cae86b840001b69e4d,feedback,How helpful is the paintbrush feature?,5
58b5d0cae86b840001b69e4d,feedback,How easy was the prediction interface to use?,3
58b5d0cae86b840001b69e4d,feedback,How accurate did you find the predictions?,3
58b5d0cae86b840001b69e4d,feedback,How helpful did you find the predictions?,4
58b5d0cae86b840001b69e4d,feedback,Do you prefer user-driven or computer supported selections?,4
58b5d0cae86b840001b69e4d,feedback,How experienced are you with scatterplots?,3
58b5d0cae86b840001b69e4d,feedback,How experienced are you with statistics?,3
58b5d0cae86b840001b69e4d,demographics,birthCountry,Sweden
58b5d0cae86b840001b69e4d,demographics,employment,Part-Time
58b5d0cae86b840001b69e4d,demographics,nationality,Sweden
58b5d0cae86b840001b69e4d,demographics,sex,Male
58b5d0cae86b840001b69e4d,demographics,student,No
58b5d0cae86b840001b69e4d,results,averageAccuracy,0.7904329797186939
5efe85d36b4d873908aff881,feedback,How helpful is the “individual selection” of points feature?,3
5efe85d36b4d873908aff881,feedback,How helpful is the rectangle selection feature?,1
5efe85d36b4d873908aff881,feedback,How helpful is the paintbrush feature?,5
5efe85d36b4d873908aff881,feedback,How easy was the prediction interface to use?,2
5efe85d36b4d873908aff881,feedback,How accurate did you find the predictions?,4
5efe85d36b4d873908aff881,feedback,How helpful did you find the predictions?,4
5efe85d36b4d873908aff881,feedback,Do you prefer user-driven or computer supported selections?,4
5efe85d36b4d873908aff881,feedback,How experienced are you with scatterplots?,1
5efe85d36b4d873908aff881,feedback,How experienced are you with statistics?,1
5efe85d36b4d873908aff881,demographics,birthCountry,United States
5efe85d36b4d873908aff881,demographics,employment,Unemployed (and job seeking)
5efe85d36b4d873908aff881,demographics,nationality,United States
5efe85d36b4d873908aff881,demographics,sex,Female
5efe85d36b4d873908aff881,demographics,student,No
5efe85d36b4d873908aff881,results,averageAccuracy,0.7268327330932374
5f32ee59a7b4fb0ae6a367cd,feedback,How helpful is the “individual selection” of points feature?,3
5f32ee59a7b4fb0ae6a367cd,feedback,How helpful is the rectangle selection feature?,4
5f32ee59a7b4fb0ae6a367cd,feedback,How helpful is the paintbrush feature?,5
5f32ee59a7b4fb0ae6a367cd,feedback,How easy was the prediction interface to use?,5
5f32ee59a7b4fb0ae6a367cd,feedback,How accurate did you find the predictions?,5
5f32ee59a7b4fb0ae6a367cd,feedback,How helpful did you find the predictions?,5
5f32ee59a7b4fb0ae6a367cd,feedback,Do you prefer user-driven or computer supported selections?,4
5f32ee59a7b4fb0ae6a367cd,feedback,How experienced are you with scatterplots?,3
5f32ee59a7b4fb0ae6a367cd,feedback,How experienced are you with statistics?,5
5f32ee59a7b4fb0ae6a367cd,demographics,birthCountry,Mexico
5f32ee59a7b4fb0ae6a367cd,demographics,employment,Unemployed (and job seeking)
5f32ee59a7b4fb0ae6a367cd,demographics,nationality,Mexico
5f32ee59a7b4fb0ae6a367cd,demographics,sex,Female
5f32ee59a7b4fb0ae6a367cd,demographics,student,Yes
5f32ee59a7b4fb0ae6a367cd,results,averageAccuracy,0.5637759744096149
5e9c29a39c157d14227afac8,feedback,How helpful is the “individual selection” of points feature?,2
5e9c29a39c157d14227afac8,feedback,How helpful is the rectangle selection feature?,2
5e9c29a39c157d14227afac8,feedback,How helpful is the paintbrush feature?,5
5e9c29a39c157d14227afac8,feedback,How easy was the prediction interface to use?,5
5e9c29a39c157d14227afac8,feedback,How accurate did you find the predictions?,4
5e9c29a39c157d14227afac8,feedback,How helpful did you find the predictions?,3
5e9c29a39c157d14227afac8,feedback,Do you prefer user-driven or computer supported selections?,4
5e9c29a39c157d14227afac8,feedback,How experienced are you with scatterplots?,4
5e9c29a39c157d14227afac8,feedback,How experienced are you with statistics?,5
5e9c29a39c157d14227afac8,demographics,birthCountry,Portugal
5e9c29a39c157d14227afac8,demographics,employment,Part-Time
5e9c29a39c157d14227afac8,demographics,nationality,Portugal
5e9c29a39c157d14227afac8,demographics,sex,Male
5e9c29a39c157d14227afac8,demographics,student,Yes
5e9c29a39c157d14227afac8,results,averageAccuracy,0.8460441869055314
5f458dc5dbc7ce1ba02333c7,feedback,How helpful is the “individual selection” of points feature?,3
5f458dc5dbc7ce1ba02333c7,feedback,How helpful is the rectangle selection feature?,3
5f458dc5dbc7ce1ba02333c7,feedback,How helpful is the paintbrush feature?,5
5f458dc5dbc7ce1ba02333c7,feedback,How easy was the prediction interface to use?,5
5f458dc5dbc7ce1ba02333c7,feedback,How accurate did you find the predictions?,4
5f458dc5dbc7ce1ba02333c7,feedback,How helpful did you find the predictions?,5
5f458dc5dbc7ce1ba02333c7,feedback,Do you prefer user-driven or computer supported selections?,5
5f458dc5dbc7ce1ba02333c7,feedback,How experienced are you with scatterplots?,2
5f458dc5dbc7ce1ba02333c7,feedback,How experienced are you with statistics?,3
5f458dc5dbc7ce1ba02333c7,demographics,birthCountry,Poland
5f458dc5dbc7ce1ba02333c7,demographics,employment,Full-Time
5f458dc5dbc7ce1ba02333c7,demographics,nationality,Poland
5f458dc5dbc7ce1ba02333c7,demographics,sex,Male
5f458dc5dbc7ce1ba02333c7,demographics,student,No
5f458dc5dbc7ce1ba02333c7,results,averageAccuracy,0.7786433804290949
5da35c30ce810e001750ce0f,feedback,How helpful is the “individual selection” of points feature?,5
5da35c30ce810e001750ce0f,feedback,How helpful is the rectangle selection feature?,2
5da35c30ce810e001750ce0f,feedback,How helpful is the paintbrush feature?,5
5da35c30ce810e001750ce0f,feedback,How easy was the prediction interface to use?,4
5da35c30ce810e001750ce0f,feedback,How accurate did you find the predictions?,4
5da35c30ce810e001750ce0f,feedback,How helpful did you find the predictions?,4
5da35c30ce810e001750ce0f,feedback,Do you prefer user-driven or computer supported selections?,5
5da35c30ce810e001750ce0f,feedback,How experienced are you with scatterplots?,2
5da35c30ce810e001750ce0f,feedback,How experienced are you with statistics?,3
5da35c30ce810e001750ce0f,demographics,birthCountry,Portugal
5da35c30ce810e001750ce0f,demographics,employment,Other
5da35c30ce810e001750ce0f,demographics,nationality,Portugal
5da35c30ce810e001750ce0f,demographics,sex,Female
5da35c30ce810e001750ce0f,demographics,student,Yes
5da35c30ce810e001750ce0f,results,averageAccuracy,0.8681759370414833
5d79156e0c89aa0001026dc8,feedback,How helpful is the “individual selection” of points feature?,3
5d79156e0c89aa0001026dc8,feedback,How helpful is the rectangle selection feature?,3
5d79156e0c89aa0001026dc8,feedback,How helpful is the paintbrush feature?,3
5d79156e0c89aa0001026dc8,feedback,How easy was the prediction interface to use?,3
5d79156e0c89aa0001026dc8,feedback,How accurate did you find the predictions?,3
5d79156e0c89aa0001026dc8,feedback,How helpful did you find the predictions?,3
5d79156e0c89aa0001026dc8,feedback,Do you prefer user-driven or computer supported selections?,4
5d79156e0c89aa0001026dc8,feedback,How experienced are you with scatterplots?,1
5d79156e0c89aa0001026dc8,feedback,How experienced are you with statistics?,2
5d79156e0c89aa0001026dc8,demographics,birthCountry,United States
5d79156e0c89aa0001026dc8,demographics,employment,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5d79156e0c89aa0001026dc8,demographics,nationality,United States
5d79156e0c89aa0001026dc8,demographics,sex,Male
5d79156e0c89aa0001026dc8,demographics,student,No
5d79156e0c89aa0001026dc8,results,averageAccuracy,0.8712703671212074
5b47e287bc06c90001f8b67d,feedback,How helpful is the “individual selection” of points feature?,3
5b47e287bc06c90001f8b67d,feedback,How helpful is the rectangle selection feature?,3
5b47e287bc06c90001f8b67d,feedback,How helpful is the paintbrush feature?,4
5b47e287bc06c90001f8b67d,feedback,How easy was the prediction interface to use?,3
5b47e287bc06c90001f8b67d,feedback,How accurate did you find the predictions?,2
5b47e287bc06c90001f8b67d,feedback,How helpful did you find the predictions?,3
5b47e287bc06c90001f8b67d,feedback,Do you prefer user-driven or computer supported selections?,1
5b47e287bc06c90001f8b67d,feedback,How experienced are you with scatterplots?,3
5b47e287bc06c90001f8b67d,feedback,How experienced are you with statistics?,4
5b47e287bc06c90001f8b67d,demographics,birthCountry,United Kingdom
5b47e287bc06c90001f8b67d,demographics,employment,Full-Time
5b47e287bc06c90001f8b67d,demographics,nationality,United Kingdom
5b47e287bc06c90001f8b67d,demographics,sex,Male
5b47e287bc06c90001f8b67d,demographics,student,No
5b47e287bc06c90001f8b67d,results,averageAccuracy,0.5674374435088722
5ee379c2c1832e050bac5c14,feedback,How helpful is the “individual selection” of points feature?,1
5ee379c2c1832e050bac5c14,feedback,How helpful is the rectangle selection feature?,1
5ee379c2c1832e050bac5c14,feedback,How helpful is the paintbrush feature?,5
5ee379c2c1832e050bac5c14,feedback,How easy was the prediction interface to use?,4
5ee379c2c1832e050bac5c14,feedback,How accurate did you find the predictions?,4
5ee379c2c1832e050bac5c14,feedback,How helpful did you find the predictions?,4
5ee379c2c1832e050bac5c14,feedback,Do you prefer user-driven or computer supported selections?,2
5ee379c2c1832e050bac5c14,feedback,How experienced are you with scatterplots?,4
5ee379c2c1832e050bac5c14,feedback,How experienced are you with statistics?,4
5ee379c2c1832e050bac5c14,demographics,birthCountry,United Kingdom
5ee379c2c1832e050bac5c14,demographics,employment,Full-Time
5ee379c2c1832e050bac5c14,demographics,nationality,United Kingdom
5ee379c2c1832e050bac5c14,demographics,sex,Male
5ee379c2c1832e050bac5c14,demographics,student,No
5ee379c2c1832e050bac5c14,results,averageAccuracy,0.7996969300540729
5f56418db9b4f4033d6cdede,feedback,How helpful is the “individual selection” of points feature?,2
5f56418db9b4f4033d6cdede,feedback,How helpful is the rectangle selection feature?,3
5f56418db9b4f4033d6cdede,feedback,How helpful is the paintbrush feature?,4
5f56418db9b4f4033d6cdede,feedback,How easy was the prediction interface to use?,5
5f56418db9b4f4033d6cdede,feedback,How accurate did you find the predictions?,5
5f56418db9b4f4033d6cdede,feedback,How helpful did you find the predictions?,5
5f56418db9b4f4033d6cdede,feedback,Do you prefer user-driven or computer supported selections?,5
5f56418db9b4f4033d6cdede,feedback,How experienced are you with scatterplots?,4
5f56418db9b4f4033d6cdede,feedback,How experienced are you with statistics?,5
5f56418db9b4f4033d6cdede,demographics,birthCountry,United States
5f56418db9b4f4033d6cdede,demographics,employment,Full-Time
5f56418db9b4f4033d6cdede,demographics,nationality,United States
5f56418db9b4f4033d6cdede,demographics,sex,Female
5f56418db9b4f4033d6cdede,demographics,student,No
5f56418db9b4f4033d6cdede,results,averageAccuracy,0.46453027208010017
5e80bbf895c1fb67bcf183bc,feedback,How helpful is the “individual selection” of points feature?,2
5e80bbf895c1fb67bcf183bc,feedback,How helpful is the rectangle selection feature?,2
5e80bbf895c1fb67bcf183bc,feedback,How helpful is the paintbrush feature?,5
5e80bbf895c1fb67bcf183bc,feedback,How easy was the prediction interface to use?,4
5e80bbf895c1fb67bcf183bc,feedback,How accurate did you find the predictions?,3
5e80bbf895c1fb67bcf183bc,feedback,How helpful did you find the predictions?,3
5e80bbf895c1fb67bcf183bc,feedback,Do you prefer user-driven or computer supported selections?,1
5e80bbf895c1fb67bcf183bc,feedback,How experienced are you with scatterplots?,2
5e80bbf895c1fb67bcf183bc,feedback,How experienced are you with statistics?,4
5e80bbf895c1fb67bcf183bc,demographics,birthCountry,Portugal
5e80bbf895c1fb67bcf183bc,demographics,employment,Part-Time
5e80bbf895c1fb67bcf183bc,demographics,nationality,Portugal
5e80bbf895c1fb67bcf183bc,demographics,sex,Male
5e80bbf895c1fb67bcf183bc,demographics,student,Yes
5e80bbf895c1fb67bcf183bc,results,averageAccuracy,0.6649409122623409
5eb2d579ed24d507082b07a2,feedback,How helpful is the “individual selection” of points feature?,2
5eb2d579ed24d507082b07a2,feedback,How helpful is the rectangle selection feature?,3
5eb2d579ed24d507082b07a2,feedback,How helpful is the paintbrush feature?,1
5eb2d579ed24d507082b07a2,feedback,How easy was the prediction interface to use?,5
5eb2d579ed24d507082b07a2,feedback,How accurate did you find the predictions?,5
5eb2d579ed24d507082b07a2,feedback,How helpful did you find the predictions?,4
5eb2d579ed24d507082b07a2,feedback,Do you prefer user-driven or computer supported selections?,5
5eb2d579ed24d507082b07a2,feedback,How experienced are you with scatterplots?,5
5eb2d579ed24d507082b07a2,feedback,How experienced are you with statistics?,4
5eb2d579ed24d507082b07a2,demographics,birthCountry,United States
5eb2d579ed24d507082b07a2,demographics,employment,Full-Time
5eb2d579ed24d507082b07a2,demographics,nationality,United States
5eb2d579ed24d507082b07a2,demographics,sex,Male
5eb2d579ed24d507082b07a2,demographics,student,No
5eb2d579ed24d507082b07a2,results,averageAccuracy,0.40616981275268726
5bcdaa50bdb0060001d4a4a8,feedback,How helpful is the “individual selection” of points feature?,5
5bcdaa50bdb0060001d4a4a8,feedback,How helpful is the rectangle selection feature?,5
5bcdaa50bdb0060001d4a4a8,feedback,How helpful is the paintbrush feature?,5
5bcdaa50bdb0060001d4a4a8,feedback,How easy was the prediction interface to use?,3
5bcdaa50bdb0060001d4a4a8,feedback,How accurate did you find the predictions?,3
5bcdaa50bdb0060001d4a4a8,feedback,How helpful did you find the predictions?,3
5bcdaa50bdb0060001d4a4a8,feedback,Do you prefer user-driven or computer supported selections?,1
5bcdaa50bdb0060001d4a4a8,feedback,How experienced are you with scatterplots?,3
5bcdaa50bdb0060001d4a4a8,feedback,How experienced are you with statistics?,3
5bcdaa50bdb0060001d4a4a8,demographics,birthCountry,United Kingdom
5bcdaa50bdb0060001d4a4a8,demographics,employment,Full-Time
5bcdaa50bdb0060001d4a4a8,demographics,nationality,United Kingdom
5bcdaa50bdb0060001d4a4a8,demographics,sex,Female
5bcdaa50bdb0060001d4a4a8,demographics,student,No
5bcdaa50bdb0060001d4a4a8,results,averageAccuracy,0.6896548619447779
5eef81920b5311220415b1a1,feedback,How helpful is the “individual selection” of points feature?,3
5eef81920b5311220415b1a1,feedback,How helpful is the rectangle selection feature?,1
5eef81920b5311220415b1a1,feedback,How helpful is the paintbrush feature?,5
5eef81920b5311220415b1a1,feedback,How easy was the prediction interface to use?,5
5eef81920b5311220415b1a1,feedback,How accurate did you find the predictions?,3
5eef81920b5311220415b1a1,feedback,How helpful did you find the predictions?,3
5eef81920b5311220415b1a1,feedback,Do you prefer user-driven or computer supported selections?,3
5eef81920b5311220415b1a1,feedback,How experienced are you with scatterplots?,1
5eef81920b5311220415b1a1,feedback,How experienced are you with statistics?,2
5eef81920b5311220415b1a1,demographics,birthCountry,Italy
5eef81920b5311220415b1a1,demographics,employment,Unemployed (and job seeking)
5eef81920b5311220415b1a1,demographics,nationality,Italy
5eef81920b5311220415b1a1,demographics,sex,Female
5eef81920b5311220415b1a1,demographics,student,No
5eef81920b5311220415b1a1,results,averageAccuracy,0.7687188465129642
5e1fa005a6a7402cc73cf4d2,feedback,How helpful is the “individual selection” of points feature?,5
5e1fa005a6a7402cc73cf4d2,feedback,How helpful is the rectangle selection feature?,1
5e1fa005a6a7402cc73cf4d2,feedback,How helpful is the paintbrush feature?,5
5e1fa005a6a7402cc73cf4d2,feedback,How easy was the prediction interface to use?,3
5e1fa005a6a7402cc73cf4d2,feedback,How accurate did you find the predictions?,3
5e1fa005a6a7402cc73cf4d2,feedback,How helpful did you find the predictions?,2
5e1fa005a6a7402cc73cf4d2,feedback,Do you prefer user-driven or computer supported selections?,1
5e1fa005a6a7402cc73cf4d2,feedback,How experienced are you with scatterplots?,1
5e1fa005a6a7402cc73cf4d2,feedback,How experienced are you with statistics?,1
5e1fa005a6a7402cc73cf4d2,demographics,birthCountry,United States
5e1fa005a6a7402cc73cf4d2,demographics,employment,Other
5e1fa005a6a7402cc73cf4d2,demographics,nationality,United States
5e1fa005a6a7402cc73cf4d2,demographics,sex,Female
5e1fa005a6a7402cc73cf4d2,demographics,student,No
5e1fa005a6a7402cc73cf4d2,results,averageAccuracy,0.5728710715055253
5f35431d01a1964bbbbe41cf,feedback,How helpful is the “individual selection” of points feature?,5
5f35431d01a1964bbbbe41cf,feedback,How helpful is the rectangle selection feature?,2
5f35431d01a1964bbbbe41cf,feedback,How helpful is the paintbrush feature?,3
5f35431d01a1964bbbbe41cf,feedback,How easy was the prediction interface to use?,3
5f35431d01a1964bbbbe41cf,feedback,How accurate did you find the predictions?,2
5f35431d01a1964bbbbe41cf,feedback,How helpful did you find the predictions?,2
5f35431d01a1964bbbbe41cf,feedback,Do you prefer user-driven or computer supported selections?,2
5f35431d01a1964bbbbe41cf,feedback,How experienced are you with scatterplots?,2
5f35431d01a1964bbbbe41cf,feedback,How experienced are you with statistics?,2
5f35431d01a1964bbbbe41cf,demographics,birthCountry,United States
5f35431d01a1964bbbbe41cf,demographics,employment,Other
5f35431d01a1964bbbbe41cf,demographics,nationality,United Kingdom
5f35431d01a1964bbbbe41cf,demographics,sex,Female
5f35431d01a1964bbbbe41cf,demographics,student,Yes
5f35431d01a1964bbbbe41cf,results,averageAccuracy,0.5325366581702987
5e152c33814bbab3e0eb7371,feedback,How helpful is the “individual selection” of points feature?,4
5e152c33814bbab3e0eb7371,feedback,How helpful is the rectangle selection feature?,3
5e152c33814bbab3e0eb7371,feedback,How helpful is the paintbrush feature?,5
5e152c33814bbab3e0eb7371,feedback,How easy was the prediction interface to use?,5
5e152c33814bbab3e0eb7371,feedback,How accurate did you find the predictions?,4
5e152c33814bbab3e0eb7371,feedback,How helpful did you find the predictions?,4
5e152c33814bbab3e0eb7371,feedback,Do you prefer user-driven or computer supported selections?,4
5e152c33814bbab3e0eb7371,feedback,How experienced are you with scatterplots?,3
5e152c33814bbab3e0eb7371,feedback,How experienced are you with statistics?,3
5e152c33814bbab3e0eb7371,demographics,birthCountry,United Kingdom
5e152c33814bbab3e0eb7371,demographics,employment,Unemployed (and job seeking)
5e152c33814bbab3e0eb7371,demographics,nationality,United Kingdom
5e152c33814bbab3e0eb7371,demographics,sex,Male
